iter	Passed	Remaining
0	4	207
1	13	306
2	20	293
3	27	295
4	33	283
5	41	280
6	47	270
7	55	268
8	61	259
9	67	248
10	73	241
11	79	232
12	86	226
13	92	217
14	98	209
15	105	204
16	111	196
17	116	188
18	142	209
19	152	205
20	160	198
21	167	190
22	173	181
23	179	171
24	185	162
25	190	153
26	195	144
27	201	136
28	206	128
29	213	120
30	218	112
31	225	105
32	231	98
33	237	90
34	243	83
35	249	76
36	256	69
37	262	62
38	268	55
39	275	48
40	282	41
41	288	34
42	293	27
43	299	20
44	304	13
45	311	6
46	318	0
